id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1103046,0.0388,0.529,127707,0.854,0.166,0,0.225,-7.748,1,0.0392,105.137,4,0.741
2128684,0.583,0.785,234196,0.654,0.000931,3,0.0325,-7.665,1,0.0435,114.532,4,0.969
832270,0.244,0.523,221573,0.271,0.912,5,0.0939,-17.67,0,0.0402,82.474,4,0.407
115085,0.0112,0.563,169133,0.768,0.0847,11,0.018,-9.136,0,0.075,188.5,4,0.705
1188033,0.229,0.713,232920,0.648,9.88e-05,7,0.107,-6.01,1,0.047,125.889,4,0.708
2134907,0.272,0.671,240800,0.589,0.00832,0,0.184,-14.343,1,0.0401,102.718,4,0.548
1731410,0.357,0.566,297827,0.62,0.00149,2,0.138,-13.301,1,0.0417,152.725,4,0.696
1976676,0.248,0.631,199200,0.547,0.000119,6,0.0523,-12.626,1,0.036,94.533,4,0.962
1925430,0.044,0.722,244480,0.58,3.94e-05,9,0.081,-11.7,1,0.137,166.437,4,0.516
2149818,0.894,0.367,172293,0.244,3.56e-06,3,0.215,-13.861,1,0.0367,78.113,4,0.277
763351,4.18e-05,0.272,591693,0.876,0.0191,4,0.146,-7.135,0,0.0397,102.718,4,0.585
595765,0.917,0.254,594293,0.232,0.876,4,0.117,-17.146,1,0.0381,71.237,3,0.0494
827091,0.686,0.654,252240,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
2018646,0.826,0.652,364333,0.331,0.185,9,0.0844,-14.778,1,0.0523,155.706,4,0.499
2012908,0.1,0.58,137933,0.885,0.00157,0,0.146,-5.154,0,0.0715,145.405,4,0.788
651339,0.936,0.374,168093,0.248,0.0,2,0.102,-12.735,1,0.0391,134.991,4,0.293
590787,0.987,0.611,161893,0.217,0.137,9,0.115,-15.104,1,0.0391,107.835,4,0.571
2124599,0.589,0.589,141467,0.525,0.478,4,0.0601,-10.408,1,0.0446,105.201,4,0.969
1732785,0.812,0.614,326067,0.38,0.182,8,0.173,-14.128,1,0.0312,97.072,4,0.81
867329,0.847,0.33,201907,0.118,0.000496,7,0.101,-17.747,1,0.0494,96.338,1,0.265
1267907,0.000281,0.378,186853,0.965,0.124,0,0.184,-5.456,1,0.163,122.957,4,0.112
742241,0.472,0.682,176067,0.749,0.0,0,0.33,-5.593,1,0.162,91.11,4,0.537
1821989,0.158,0.755,255453,0.834,0.0255,5,0.0581,-7.198,1,0.0432,112.331,4,0.769
1350360,0.26,0.693,219640,0.612,0.0,5,0.0737,-9.434,0,0.0587,140.688,4,0.915
2078248,0.56,0.832,183480,0.813,1.68e-05,0,0.189,-3.475,1,0.0429,96.976,4,0.841
670640,0.301,0.863,184813,0.388,0.293,1,0.313,-17.066,1,0.318,149.114,4,0.962
788547,0.959,0.609,257293,0.263,0.0484,0,0.122,-16.347,0,0.0319,105.992,4,0.56
2216969,0.761,0.651,142497,0.305,5.16e-05,0,0.173,-9.109,1,0.0292,105.565,4,0.709
1555537,0.356,0.579,220867,0.65,0.958,0,0.172,-14.799,1,0.0628,116.729,4,0.403
656800,0.991,0.678,155925,0.126,0.0404,9,0.329,-16.632,0,0.505,81.393,4,0.513
968227,0.177,0.549,260920,0.497,0.00605,5,0.206,-8.385,1,0.0796,80.489,4,0.385
800309,0.0127,0.807,200147,0.581,0.0769,1,0.362,-9.436,1,0.0486,125.009,4,0.793
1152696,0.00107,0.895,180573,0.9,0.000661,7,0.239,-8.905,1,0.195,131.671,4,0.896
2086241,0.155,0.92,237947,0.802,0.0,11,0.48,-4.336,0,0.239,99.983,4,0.863
1649098,0.0181,0.652,198113,0.831,0.0,1,0.237,-4.285,1,0.153,90.768,4,0.247
283180,0.756,0.416,227494,0.226,0.696,4,0.109,-16.066,1,0.0288,170.103,4,0.146
1959429,0.546,0.697,237040,0.573,0.0033,0,0.076,-10.943,1,0.0702,90.607,4,0.853
2242303,0.0339,0.632,223266,0.762,4.16e-06,5,0.142,-6.707,0,0.0827,167.999,4,0.746
686361,0.0764,0.605,180973,0.835,0.0,6,0.122,-6.477,0,0.14,171.958,4,0.903
2068263,0.0737,0.528,227880,0.976,0.459,0,0.246,-6.766,0,0.126,126.819,4,0.403
1990448,0.00448,0.678,204036,0.687,0.000419,2,0.0847,-7.206,1,0.0401,104.166,4,0.527
742126,0.107,0.764,210907,0.713,0.0,7,0.0849,-3.469,0,0.0291,97.961,4,0.975
275743,0.395,0.67,51907,0.71,0.0,0,0.146,-5.456,1,0.0637,117.148,4,0.966
406160,0.444,0.469,269490,0.449,0.565,1,0.334,-14.377,0,0.0512,87.111,4,0.19
624957,0.701,0.481,213735,0.514,0.912,9,0.0711,-13.405,0,0.0532,139.217,4,0.962
1963255,0.14,0.454,211507,0.638,0.398,5,0.102,-9.916,1,0.0292,170.388,4,0.748
49989,0.267,0.596,151093,0.908,0.0,4,0.158,-6.067,1,0.0868,134.241,4,0.728
1365304,0.00675,0.79,185013,0.957,0.0,1,0.354,-2.802,1,0.0516,129.901,4,0.927
1635487,0.363,0.676,176600,0.681,0.191,5,0.0967,-9.223,1,0.0292,132.953,4,0.901
2212348,0.456,0.485,339293,0.744,0.514,2,0.128,-8.035,1,0.0397,90.364,4,0.271
975880,0.989,0.625,171133,0.473,0.162,0,0.164,-7.182,1,0.12,110.413,4,0.84
11933,9.15e-05,0.652,206000,0.829,0.000121,8,0.28,-3.643,1,0.217,158.066,4,0.628
758300,0.746,0.631,75667,0.426,0.784,2,0.0962,-11.787,0,0.0563,153.027,4,0.455
418078,0.879,0.705,144507,0.158,0.836,6,0.15,-20.047,1,0.03,79.012,3,0.149
221978,0.143,0.423,278973,0.845,5.07e-06,11,0.213,-3.509,0,0.0559,116.602,4,0.317
472245,0.0123,0.474,284373,0.513,0.0402,4,0.254,-6.098,1,0.0273,136.171,3,0.149
685432,0.424,0.411,226507,0.635,0.00025,9,0.0855,-4.283,1,0.0331,201.602,4,0.272
251965,0.00892,0.548,203507,0.927,0.0,8,0.198,-3.463,1,0.066,115.061,4,0.356
2027404,0.0082,0.466,244787,0.924,2.31e-05,6,0.123,-4.26,1,0.0656,153.999,4,0.395
1087210,0.112,0.258,322080,0.773,0.00147,10,0.0716,-4.694,0,0.048,163.768,4,0.359
1795808,0.125,0.788,150293,0.541,0.000231,6,0.0679,-5.987,0,0.0387,118.058,4,0.928
635559,0.015,0.485,186867,0.82,2.81e-05,3,0.112,-4.085,1,0.0493,94.063,4,0.219
722634,0.15,0.505,306200,0.322,0.000106,7,0.147,-13.809,1,0.0315,170.145,3,0.581
1968365,0.122,0.404,226733,0.777,0.0,1,0.0772,-4.89,1,0.0341,155.937,4,0.197
759118,0.0578,0.576,245720,0.432,0.174,6,0.137,-7.777,0,0.0279,137.026,4,0.389
2058483,0.0586,0.376,239693,0.832,0.0,7,0.333,-4.329,1,0.0448,167.467,4,0.443
641919,0.193,0.642,244120,0.769,0.0,7,0.0819,-3.791,1,0.0406,79.47,4,0.541
2127189,0.155,0.523,214867,0.626,0.0,0,0.0869,-9.425,1,0.0523,134.127,4,0.917
549010,0.307,0.615,290427,0.607,0.0,4,0.0908,-5.736,1,0.0297,112.102,4,0.153
1794135,0.617,0.231,342653,0.423,0.00184,10,0.145,-8.819,1,0.0276,99.955,3,0.0534
554678,0.644,0.573,248200,0.268,0.0,5,0.358,-11.746,1,0.0311,116.951,4,0.147
1877164,0.531,0.532,345699,0.558,0.000476,0,0.0719,-8.844,1,0.0315,141.993,4,0.101
2213250,0.0104,0.487,224280,0.802,0.0,7,0.342,-5.81,1,0.053,175.744,4,0.51
1130601,0.426,0.486,222627,0.545,0.0,7,0.15,-6.61,1,0.0267,92.929,4,0.38
1405661,0.0089,0.435,219080,0.887,0.0,0,0.161,-3.934,0,0.0846,154.451,4,0.463
1867557,0.923,0.52,262587,0.195,3.28e-05,9,0.109,-11.156,0,0.0338,126.291,4,0.0792
201119,0.0393,0.567,234225,0.878,0.0,8,0.13,-5.351,1,0.0347,102.986,4,0.531
580206,0.0684,0.412,194440,0.879,0.0,1,0.143,-4.219,1,0.0563,101.083,4,0.357
729129,0.122,0.547,179040,0.743,0.0,7,0.258,-4.533,1,0.029,95.004,4,0.359
703121,0.0761,0.341,216400,0.669,0.0,1,0.0795,-5.992,1,0.0399,203.823,4,0.333
1920929,0.0627,0.421,206147,0.647,0.164,9,0.0859,-9.389,0,0.0481,155.832,4,0.629
2053249,0.00494,0.616,180267,0.961,0.0,11,0.078,-3.144,0,0.139,114.492,4,0.523
306740,0.000198,0.529,238880,0.922,0.0,3,0.26,-3.84,1,0.0459,109.847,4,0.628
977978,0.00898,0.499,229093,0.824,0.0,7,0.163,-4.741,1,0.0794,161.977,4,0.699
113208,0.00656,0.323,251533,0.936,0.0,3,0.0972,-4.505,1,0.108,163.124,4,0.326
850336,0.000694,0.564,214160,0.856,1.78e-05,8,0.0829,-3.06,1,0.038,117.776,4,0.336
617871,0.262,0.524,273880,0.288,0.86,1,0.256,-17.314,1,0.0335,199.78,4,0.622
997289,0.000368,0.507,226133,0.884,8.2e-05,4,0.0918,-6.834,1,0.0325,160.065,4,0.323
1463760,0.99,0.496,282960,0.0507,5.94e-06,9,0.115,-16.618,0,0.0408,127.711,4,0.17
1839918,0.193,0.557,267933,0.609,7.69e-05,9,0.135,-4.463,1,0.0259,104.01,4,0.172
730696,0.0956,0.555,246256,0.614,0.0012,0,0.0936,-8.728,1,0.0262,82.031,4,0.317
1117379,0.012,0.509,207373,0.837,1.11e-06,3,0.354,-3.974,1,0.209,138.05,4,0.317
909312,0.0518,0.568,241333,0.971,4.24e-05,7,0.265,-3.478,1,0.0543,139.27,4,0.778
571599,0.925,0.479,155933,0.148,0.0,9,0.196,-10.189,1,0.0382,128.815,4,0.336
1431820,0.182,0.404,245933,0.571,2.08e-05,0,0.129,-5.069,1,0.0303,147.01,4,0.29
403188,0.702,0.532,293587,0.406,0.00014,9,0.0928,-10.02,1,0.0296,141.963,3,0.156
167362,0.0575,0.447,266773,0.592,4.47e-06,6,0.13,-3.015,0,0.0319,78.039,4,0.283
84935,0.0518,0.539,312533,0.857,0.00119,11,0.128,-5.924,1,0.0455,144.129,4,0.209
1170570,0.000102,0.361,190187,0.949,6.34e-06,8,0.147,-3.248,0,0.0703,129.753,4,0.234
1990092,0.00264,0.547,328480,0.645,0.0,7,0.14,-5.857,1,0.027,80.083,4,0.305
418165,0.0827,0.599,256560,0.759,0.0,2,0.119,-5.275,0,0.0489,178.618,4,0.546
1451662,0.00142,0.462,190520,0.933,0.0,0,0.145,-3.719,1,0.0574,154.163,4,0.447
1522729,0.269,0.64,262533,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,4,0.361
367132,0.00944,0.542,169027,0.898,0.0,7,0.339,-3.527,1,0.0566,133.067,4,0.682
747618,0.00745,0.501,222400,0.98,0.000422,0,0.0726,-2.353,1,0.0993,113.143,4,0.472
1593831,0.906,0.445,218547,0.123,0.00712,0,0.353,-15.733,1,0.0395,111.174,4,0.103
2080734,0.685,0.584,261053,0.301,0.0036,5,0.106,-11.842,1,0.0284,144.009,4,0.195
314139,0.894,0.292,271347,0.272,0.00455,0,0.178,-13.491,1,0.0363,121.706,4,0.15
979308,0.0331,0.367,178480,0.855,0.0,0,0.385,-4.207,1,0.0421,104.8,4,0.366
610045,0.00226,0.557,253307,0.833,3.25e-06,10,0.161,-4.559,1,0.0663,125.205,4,0.815
1293573,0.326,0.453,288133,0.319,0.0,6,0.134,-13.216,1,0.0313,131.82,4,0.142
923154,0.614,0.501,165133,0.312,3.96e-05,1,0.129,-13.421,1,0.0285,107.611,4,0.402
1769495,0.00513,0.43,191133,0.964,0.876,5,0.464,-4.791,1,0.0681,150.048,4,0.587
203520,0.00272,0.325,197680,0.757,0.0,2,0.249,-4.905,1,0.0319,126.891,4,0.384
424660,0.0133,0.512,149573,0.932,0.000233,9,0.127,-6.026,1,0.0373,74.925,4,0.764
358727,8.48e-05,0.344,208187,0.972,0.0,11,0.293,-3.675,0,0.116,167.819,4,0.387
1732938,0.763,0.8,371613,0.314,3.8e-05,4,0.0625,-10.576,1,0.0292,98.003,4,0.371
2186514,0.371,0.531,317347,0.698,2.65e-06,2,0.13,-5.276,1,0.0269,78.001,4,0.376
1187180,0.00215,0.472,464200,0.618,0.00014,5,0.129,-10.5,0,0.028,150.019,4,0.308
1785375,8.59e-05,0.467,193267,0.93,0.185,11,0.0823,-2.77,0,0.0307,126.561,4,0.497
1392085,0.000984,0.448,245267,0.954,0.0171,2,0.369,-4.286,1,0.0545,135.721,4,0.397
693011,0.0174,0.123,249933,0.673,0.0328,4,0.242,-4.546,1,0.0452,166.424,4,0.258
532499,0.277,0.551,278680,0.308,0.000178,6,0.101,-9.757,1,0.0285,115.855,4,0.132
926730,0.000437,0.417,245000,0.816,0.000662,3,0.36,-3.956,1,0.0361,154.064,4,0.194
1346415,0.0835,0.49,343240,0.434,0.0568,2,0.098,-9.78,1,0.0274,121.996,4,0.367
1669380,0.327,0.567,285345,0.459,0.000254,1,0.202,-9.488,1,0.0289,116.92,4,0.151
1892898,1.17e-05,0.373,265640,0.905,7.53e-06,4,0.321,-3.793,0,0.0823,144.574,4,0.274
1430929,0.00576,0.443,375187,0.684,0.00915,9,0.562,-4.848,1,0.0303,102.024,4,0.118
1406778,0.427,0.547,347400,0.603,0.0417,5,0.112,-8.423,0,0.0258,147.033,3,0.27
1621011,0.146,0.494,197509,0.727,0.00242,2,0.11,-6.325,1,0.0257,169.994,4,0.616
2233735,0.164,0.652,254466,0.809,0.0,5,0.175,-5.276,1,0.17,94.786,4,0.512
108424,0.0826,0.632,238680,0.731,0.0,1,0.0514,-4.191,1,0.262,89.483,4,0.785
366294,0.0142,0.316,321147,0.769,0.0,0,0.0928,-5.283,0,0.0422,122.507,4,0.127
2072887,0.00073,0.259,263093,0.719,0.0,7,0.0502,-6.778,1,0.036,80.254,3,0.216
356000,0.448,0.16,410867,0.619,0.912,6,0.541,-5.019,0,0.0441,172.994,3,0.212
1778681,0.104,0.599,94467,0.657,0.0,3,0.121,-9.43,0,0.128,74.938,4,0.519
1932601,0.0442,0.347,360840,0.79,0.0723,11,0.119,-6.021,0,0.0631,192.589,4,0.307
1032634,0.034,0.608,214785,0.771,0.000147,4,0.254,-4.259,0,0.0301,88.902,4,0.429
227994,0.00175,0.22,279293,0.8,0.00916,7,0.492,-5.11,1,0.0504,176.047,4,0.213
1745555,0.977,0.589,161680,0.177,0.714,3,0.0958,-14.891,1,0.0325,88.409,4,0.311
1815034,0.908,0.439,276747,0.109,0.00092,9,0.109,-16.79,0,0.0367,147.276,4,0.328
2244689,0.0703,0.543,203507,0.819,0.0,11,0.149,-6.159,1,0.0661,102.687,4,0.705
791748,0.0854,0.429,128267,0.911,2.79e-05,3,0.0802,-4.546,1,0.053,168.286,4,0.706
856219,0.085,0.225,450227,0.616,3.43e-05,9,0.0662,-8.533,1,0.0295,150.522,3,0.449
1199919,0.313,0.489,300400,0.724,0.185,5,0.287,-8.367,1,0.0352,117.292,4,0.15
923482,0.164,0.547,355827,0.736,0.0,3,0.0897,-4.974,1,0.0363,150.041,4,0.228
766886,0.00148,0.613,213800,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,4,0.537
1226035,0.0117,0.504,228320,0.885,0.0,10,0.0876,-3.802,0,0.056,112.025,4,0.371
955168,0.202,0.393,180067,0.542,0.0148,7,0.187,-9.545,1,0.0318,189.647,4,0.666
1178332,0.313,0.533,209600,0.674,2.46e-05,6,0.112,-8.093,0,0.036,169.879,4,0.32
269630,0.871,0.439,647493,0.00996,8.5e-05,4,0.12,-8.077,1,0.0344,129.855,3,0.944
1756172,0.263,0.391,324500,0.427,8.62e-06,11,0.174,-9.271,1,0.0438,93.192,4,0.45
1912602,0.0781,0.404,239667,0.778,3.63e-06,5,0.181,-6.184,1,0.0351,76.34,4,0.144
2064585,0.0014,0.518,215713,0.839,0.000365,0,0.109,-3.521,1,0.0287,94.017,4,0.416
421717,0.000829,0.319,304693,0.756,3.81e-05,4,0.155,-2.119,1,0.0358,127.567,4,0.334
749034,0.00673,0.541,218920,0.481,1.18e-05,9,0.118,-7.235,0,0.0281,131.035,4,0.299
156976,0.223,0.41,183787,0.462,0.0,0,0.0996,-6.896,1,0.0341,169.853,4,0.381
587573,0.0134,0.319,234427,0.732,0.0,4,0.658,-4.475,1,0.0436,80.195,4,0.2
1876036,0.511,0.662,178533,0.413,0.0,9,0.245,-7.441,1,0.0279,122.8,4,0.201
146190,0.242,0.794,123569,0.826,7.54e-06,1,0.313,-4.384,1,0.0294,124.099,4,0.889
1183867,0.232,0.802,125834,0.814,0.0,0,0.17,-2.489,1,0.0286,120.084,4,0.963
124114,0.419,0.632,99304,0.482,0.0,0,0.135,-7.48,1,0.0289,111.976,4,0.57
178145,0.881,0.53,100474,0.392,0.0,10,0.101,-8.648,1,0.0341,119.871,4,0.156
2063251,0.305,0.678,211841,0.735,0.0,10,0.197,-6.135,1,0.0355,119.953,3,0.603
1391870,0.568,0.787,137323,0.714,0.0,2,0.31,-3.802,1,0.0512,130.13,4,0.633
497606,0.111,0.811,112023,0.727,5.8e-06,8,0.323,-5.797,1,0.0361,135.033,4,0.91
454518,0.625,0.387,102320,0.185,0.0,2,0.175,-11.705,1,0.0474,83.431,3,0.565
1186133,0.00782,0.746,113505,0.977,0.0053,8,0.0287,-3.86,1,0.057,143.991,4,0.905
659531,0.144,0.578,123277,0.841,0.0,2,0.395,-4.985,1,0.075,110.308,4,0.639
709226,0.582,0.644,200258,0.697,0.0,11,0.319,-5.708,1,0.0324,115.041,4,0.797
322198,0.417,0.681,114000,0.82,0.0,3,0.0889,-5.769,1,0.086,119.903,4,0.39
1339528,0.559,0.643,206000,0.647,0.0,3,0.088,-6.435,1,0.0703,156.179,4,0.677
2199555,0.258,0.757,108000,0.722,0.0,5,0.119,-5.785,0,0.0354,115.896,4,0.647
1177839,0.788,0.593,223978,0.443,0.0,6,0.104,-5.838,1,0.0809,108.831,4,0.729
1382061,0.457,0.736,234001,0.716,0.0,5,0.221,-5.35,1,0.0792,117.975,4,0.833
1641603,0.469,0.829,74000,0.586,0.0,7,0.135,-5.736,1,0.0641,110.14,4,0.949
168116,0.348,0.602,204000,0.609,0.0,1,0.104,-4.798,1,0.0373,115.272,4,0.797
